term,status,repo,branch,commit,path,line_no,role,raw_url,context
status,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,3,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,## status
directory_branch_field,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,5,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,directory_branch_field: true
true,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,5,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,directory_branch_field: true
future_git_branch_candidate,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,6,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,future_git_branch_candidate: vocab.branch
vocab.branch,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,6,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,future_git_branch_candidate: vocab.branch
future_repo_candidate,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,7,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,future_repo_candidate: true
true,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,7,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,future_repo_candidate: true
one-line,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,9,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,## one-line definition
definition,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,9,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,## one-line definition
vocab.branch,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,11,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch는 단어장이 아니다.
는,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,11,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch는 단어장이 아니다.
단어장이,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,11,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch는 단어장이 아니다.
아니다,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,11,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch는 단어장이 아니다.
vocab.branch,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,12,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch는 생각의 표면을 구조적으로 해체하는 첫 branch-field이다.
는,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,12,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch는 생각의 표면을 구조적으로 해체하는 첫 branch-field이다.
생각의,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,12,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch는 생각의 표면을 구조적으로 해체하는 첫 branch-field이다.
표면을,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,12,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch는 생각의 표면을 구조적으로 해체하는 첫 branch-field이다.
구조적으로,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,12,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch는 생각의 표면을 구조적으로 해체하는 첫 branch-field이다.
해체하는,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,12,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch는 생각의 표면을 구조적으로 해체하는 첫 branch-field이다.
첫,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,12,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch는 생각의 표면을 구조적으로 해체하는 첫 branch-field이다.
branch-field,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,12,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch는 생각의 표면을 구조적으로 해체하는 첫 branch-field이다.
이다,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,12,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch는 생각의 표면을 구조적으로 해체하는 첫 branch-field이다.
purpose,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,14,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,## purpose
vocab.branch,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,16,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch exists to make AI instances operate as DB readers.
exists,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,16,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch exists to make AI instances operate as DB readers.
to,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,16,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch exists to make AI instances operate as DB readers.
make,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,16,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch exists to make AI instances operate as DB readers.
AI,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,16,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch exists to make AI instances operate as DB readers.
instances,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,16,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch exists to make AI instances operate as DB readers.
operate,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,16,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch exists to make AI instances operate as DB readers.
as,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,16,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch exists to make AI instances operate as DB readers.
DB,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,16,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch exists to make AI instances operate as DB readers.
readers.,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,16,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,vocab.branch exists to make AI instances operate as DB readers.
It,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,18,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,It connects:
connects,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,18,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,It connects:
README.md,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,20,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,- README.md vocab
vocab,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,20,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,- README.md vocab
words,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,21,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,- words as structural triggers
as,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,21,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,- words as structural triggers
structural,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,21,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,- words as structural triggers
triggers,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,21,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,- words as structural triggers
Raw,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,22,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,- Raw URL source identity
URL,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,22,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,- Raw URL source identity
source,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,22,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,- Raw URL source identity
identity,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,22,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,- Raw URL source identity
Repo,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,23,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,- Repo / Branch / Directory / md file paths
Branch,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,23,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,- Repo / Branch / Directory / md file paths
Directory,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,23,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,- Repo / Branch / Directory / md file paths
md,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,23,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,- Repo / Branch / Directory / md file paths
file,demoted_common,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,23,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,- Repo / Branch / Directory / md file paths
paths,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,23,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,- Repo / Branch / Directory / md file paths
Ctp,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,24,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,- Ctp structure-operation reading
structure-operation,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,24,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,- Ctp structure-operation reading
reading,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,24,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,- Ctp structure-operation reading
Hunminjeongeum,filtered_candidate,SeungeFlow/9Dot0,main,00937b38ee3aa47030153649988ea17ce133e0a9,03_branch_fields/vocab/README.md,25,branch.vocab surface,https://raw.githubusercontent.com/SeungeFlow/9Dot0/00937b38ee3aa47030153649988ea17ce133e0a9/03_branch_fields/vocab/README.md,- Hunminjeongeum Haerye-based vector decomposition
