term,repo,branch,commit,path,line_no,role,raw_url,context
서,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,269,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,어디에 서 있는가
있는가,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,269,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,어디에 서 있는가
무엇이,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,270,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,→ 무엇이 다른가
다른가,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,270,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,→ 무엇이 다른가
어떤,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,271,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,→ 어떤 경계 안에 있는가
경계,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,271,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,→ 어떤 경계 안에 있는가
안에,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,271,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,→ 어떤 경계 안에 있는가
있는가,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,271,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,→ 어떤 경계 안에 있는가
중심은,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,272,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,→ 중심은 어디인가
어디인가,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,272,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,→ 중심은 어디인가
다음,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,273,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,→ 다음 궤도는 어디서 시작되는가
궤도는,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,273,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,→ 다음 궤도는 어디서 시작되는가
어디서,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,273,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,→ 다음 궤도는 어디서 시작되는가
시작되는가,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,273,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,→ 다음 궤도는 어디서 시작되는가
8,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,278,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,## 8. State Machine and Validator Loop
State,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,278,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,## 8. State Machine and Validator Loop
Machine,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,278,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,## 8. State Machine and Validator Loop
Validator,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,278,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,## 8. State Machine and Validator Loop
Loop,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,278,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,## 8. State Machine and Validator Loop
Y_Branch,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,280,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Y_Branch`는 선형 pipeline이 아니다.
는,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,280,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Y_Branch`는 선형 pipeline이 아니다.
선형,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,280,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Y_Branch`는 선형 pipeline이 아니다.
pipeline,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,280,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Y_Branch`는 선형 pipeline이 아니다.
이,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,280,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Y_Branch`는 선형 pipeline이 아니다.
아니다,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,280,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Y_Branch`는 선형 pipeline이 아니다.
text,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,282,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,```text
Y_Branch,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,283,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,Y_Branch = State Machine + Validator Loop
State,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,283,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,Y_Branch = State Machine + Validator Loop
Machine,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,283,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,Y_Branch = State Machine + Validator Loop
Validator,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,283,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,Y_Branch = State Machine + Validator Loop
Loop,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,283,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,Y_Branch = State Machine + Validator Loop
Q.CHECK,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,286,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Q.CHECK`는 한 번만 호출되는 질문이 아니다. `Q.CHECK`는 각 전이마다 오류 전파를 막는 validator이다.
는,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,286,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Q.CHECK`는 한 번만 호출되는 질문이 아니다. `Q.CHECK`는 각 전이마다 오류 전파를 막는 validator이다.
한,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,286,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Q.CHECK`는 한 번만 호출되는 질문이 아니다. `Q.CHECK`는 각 전이마다 오류 전파를 막는 validator이다.
번만,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,286,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Q.CHECK`는 한 번만 호출되는 질문이 아니다. `Q.CHECK`는 각 전이마다 오류 전파를 막는 validator이다.
호출되는,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,286,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Q.CHECK`는 한 번만 호출되는 질문이 아니다. `Q.CHECK`는 각 전이마다 오류 전파를 막는 validator이다.
질문이,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,286,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Q.CHECK`는 한 번만 호출되는 질문이 아니다. `Q.CHECK`는 각 전이마다 오류 전파를 막는 validator이다.
아니다,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,286,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Q.CHECK`는 한 번만 호출되는 질문이 아니다. `Q.CHECK`는 각 전이마다 오류 전파를 막는 validator이다.
Q.CHECK,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,286,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Q.CHECK`는 한 번만 호출되는 질문이 아니다. `Q.CHECK`는 각 전이마다 오류 전파를 막는 validator이다.
는,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,286,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Q.CHECK`는 한 번만 호출되는 질문이 아니다. `Q.CHECK`는 각 전이마다 오류 전파를 막는 validator이다.
각,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,286,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Q.CHECK`는 한 번만 호출되는 질문이 아니다. `Q.CHECK`는 각 전이마다 오류 전파를 막는 validator이다.
전이마다,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,286,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Q.CHECK`는 한 번만 호출되는 질문이 아니다. `Q.CHECK`는 각 전이마다 오류 전파를 막는 validator이다.
오류,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,286,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Q.CHECK`는 한 번만 호출되는 질문이 아니다. `Q.CHECK`는 각 전이마다 오류 전파를 막는 validator이다.
전파를,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,286,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Q.CHECK`는 한 번만 호출되는 질문이 아니다. `Q.CHECK`는 각 전이마다 오류 전파를 막는 validator이다.
막는,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,286,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Q.CHECK`는 한 번만 호출되는 질문이 아니다. `Q.CHECK`는 각 전이마다 오류 전파를 막는 validator이다.
validator,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,286,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Q.CHECK`는 한 번만 호출되는 질문이 아니다. `Q.CHECK`는 각 전이마다 오류 전파를 막는 validator이다.
이다,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,286,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Q.CHECK`는 한 번만 호출되는 질문이 아니다. `Q.CHECK`는 각 전이마다 오류 전파를 막는 validator이다.
중요한,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,288,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,중요한 guard:
guard,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,288,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,중요한 guard:
text,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,290,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,```text
B.FIELD,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,291,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,B.FIELD → Q.CHECK → O.ORBIT
Q.CHECK,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,291,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,B.FIELD → Q.CHECK → O.ORBIT
O.ORBIT,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,291,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,B.FIELD → Q.CHECK → O.ORBIT
boundary,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,294,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,boundary가 정의되지 않으면 orbit을 호출하지 않는다.
가,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,294,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,boundary가 정의되지 않으면 orbit을 호출하지 않는다.
정의되지,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,294,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,boundary가 정의되지 않으면 orbit을 호출하지 않는다.
않으면,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,294,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,boundary가 정의되지 않으면 orbit을 호출하지 않는다.
orbit,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,294,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,boundary가 정의되지 않으면 orbit을 호출하지 않는다.
을,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,294,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,boundary가 정의되지 않으면 orbit을 호출하지 않는다.
호출하지,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,294,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,boundary가 정의되지 않으면 orbit을 호출하지 않는다.
않는다,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,294,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,boundary가 정의되지 않으면 orbit을 호출하지 않는다.
9,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,298,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,## 9. Brake Test
Brake,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,298,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,## 9. Brake Test
Test,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,298,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,## 9. Brake Test
Y_Branch,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,300,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Y_Branch`는 Brake Test를 포함한다.
는,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,300,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Y_Branch`는 Brake Test를 포함한다.
Brake,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,300,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Y_Branch`는 Brake Test를 포함한다.
Test,SeungeFlow/SeungeFlow,Y_Branch,32f8b248dc7e9ec5c1856b78b4ee207b8861d315,README.md,300,Y_Branch operating surface,https://raw.githubusercontent.com/SeungeFlow/SeungeFlow/32f8b248dc7e9ec5c1856b78b4ee207b8861d315/README.md,`Y_Branch`는 Brake Test를 포함한다.
